<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: bossbase_split_manifest_v4.csv>
index,image,split,rank_hash
764,765.pgm,holdout,fa053cc9fbc6f3a96a10c8094d63096de0d6337eb0d308d810cd65b440747860
765,766.pgm,holdout,a06d34ce3b43e92e5129ddcd11513d8713984f36e1e5ab7a23971cb50694ad5c
766,767.pgm,holdout,cbae3b099a1e007bd88f04b47852186f7de73803ed911a65458ad2e6694d8f4f
767,768.pgm,holdout,d608871923a73aa8445cab755a40b1a0e360d68d22d7684c849aa88beda7e177
768,769.pgm,fit,57d00277146c6272a9992aaf84a5d00a346f40e68d5a1331a0cccd832caa038f
769,770.pgm,fit,21679c0ab78333d8cabd813479661660d16b58bb759ca768e191eb0e97189e04
770,771.pgm,fit,28d7e780b3838a3a9dd27541a98fe47cf7f6108b8f29ffda6d91e6461384f798
771,772.pgm,holdout,e398f3199cf2015b9d247e899b5e54af044081fc0969d3927b5982defc6f2f0d
772,773.pgm,fit,300cc4ca386b340c844f3c9a09734b39b238843c8accc379efb5ad679ba4d971
773,774.pgm,calibration,638563090a8f85d8e5914a8f3c2503752d0a21ee4815c3133afc3fbcd6f3ddf3
774,775.pgm,calibration,7bf8e154c515ba812e8efe052f1c402e9302093c9eea8dbf7647daa3684aab38
775,776.pgm,fit,3088e4712cf301c46ac5aa04722d1d09a8ebef4bf266d4afd648000b511c8185
776,777.pgm,holdout,e567afd5b853fac38686e899786ca5bf191cacccd03f1a513c6f015b68383f04
777,778.pgm,fit,3c526e16544012c57f6c60e851ba6c50b3d8cc4e04f1e5f95c4033f4d6eb15ac
778,779.pgm,fit,14dd916b0aba91d63745a731f737755e3a89884e890c699019effd842a422e2a
779,780.pgm,holdout,eaed03a1d9c733ee360f813a9da053e8b823b447d41aad3c6dd38652d239af3a
780,781.pgm,fit,08aa5a3528ebaeee04210850dbbbad0921af200497d4f7135462652c4ccc3191
781,782.pgm,fit,57bbe08067496e97c1e018c18d15ac9e90dce4311c2e289aa346fa9d30112f99
782,783.pgm,holdout,d92f94aade6e17eb2c55852f85f8f29cde651df11ca5309bc0cf3727fb010549
783,784.pgm,fit,3791dffcabf65b4be1960ff12adf5b89e915f81a6c7561dacc99fd75b61c631f
784,785.pgm,fit,4e9eb33fa58b2ccd59d1939753e8aedaffe4bc11eaf519ca26b8a4fa2885c27a
785,786.pgm,holdout,c47ede6697a51ea25f12816a332f23879c9eaeac640c0869061128ff18284977
786,787.pgm,holdout,86679da722a0d9a26fe72b1e97edc407e83ebe6d93daf31f082b70726269d998
787,788.pgm,fit,429142ca6b5564fc01d07c21fb145a1ccba891169906fcb5e89eb330e1a2b907
788,789.pgm,fit,2a2a9ed955277a72378e25068df54f60ae54156cc595051d8d84fb9c2ec7cfa1
789,790.pgm,holdout,90577d027dd176d789879505996206c8365fcad5eca9c20f2d288b1f81ced37c
790,791.pgm,holdout,c77355c8ea1c32ee0f3e61e2587a880cc22191323f409b11b0bd37bc97b39cf5
791,792.pgm,fit,0802418d4ec976a86da7ca110806daae3bd8e613fb97520f14cab3090f1e00ff
792,793.pgm,fit,342ab63a612529b65ae534e42074e8cf61cbd755792885257364d98c00f6b97e
793,794.pgm,holdout,d07104ed0baae2b0a4a63d8b753a0d5b9de0994b90c3a9907634b531f55e162e
794,795.pgm,holdout,fc6b28517b95797414a49c19434b04d120f6b525a3757c9522a0447f0c4ff8f2
795,796.pgm,holdout,87b63ea7c8614cae605bd1e59e62da3bbf8ab0bc3307986b8c7210825ac796ee
796,797.pgm,fit,15f5efc3f3a6b3d3540c99918d1c5d2c5510bf774995f7c035009dcc63f34ad4
797,798.pgm,holdout,9245c77a080230d56a4f31b2bd118e68ac806ee74c56b373ed857c8873abbd14
798,799.pgm,fit,44ebede59cc047763c8eaed4e513793fac4b09dfed3509cb385d8189f93d824c
799,800.pgm,calibration,6d2256b0d5df6b6fffb77a9c012e03ac3d83819f34cce8a02b54ccdafa432550
800,801.pgm,calibration,611ad6cbacaecf8b64725611911d4a3a03c86aad9f26d6c1f3c537621ff5d3ad
801,802.pgm,fit,3271cc4802de51da935f544225f2a496897810c5d617a79c57a8fd489be77acb
802,803.pgm,fit,1809c7d40b8f333f7df52d0cca7f84d667f40b4544587d4bb14cd8f20afaf0d5
803,804.pgm,calibration,658f6ff58a95335de0a289f81872773002dd39cc75dfdf3f6987c01d90b887a3
804,805.pgm,fit,24fd9d3847f933db00f2e0c01bc0d2b8b74c63c621f99883de537d83f6732c1a
805,806.pgm,holdout,f0f90830719ad8acaac2890a9a39a4f375b264f989b6aff0356a12633f78bf2b
806,807.pgm,fit,32ee1f3bced9a3add7856f2d54ff765253c8a762404bef1d203c9dce13b8aa54
807,808.pgm,holdout,deeceaeb4fe892003a61c995e592e164e9b3dbc6b62cd26affb6968dee1330fb
808,809.pgm,holdout,f4efa5baa290101892948b96a52d300c059d9686de771cf40430a6f70dddcc0b
809,810.pgm,fit,54a69fb5a90e97298bf01f56f602921234dd563175ff71863ac46eb62c203786
810,811.pgm,holdout,b4a4815a1d4650ba7fc302f4cd69f811bca1f0b1f5888b3ece635804c7b663e4
811,812.pgm,holdout,ea95bc8b0eb582692e3faed3abe8cbf9aaec62c0691cc1ea46ac380251cb2e43
812,813.pgm,fit,53f95795ccd807ba68df628f11522c515bd4afb712ddcf21ca60557cc8fdbc72
813,814.pgm,holdout,8cd7b53cce89c952e933075d7d47a368492d901acb1238ecfd6f542fa5e25676
814,815.pgm,calibration,5c567d952592a98795f5c2ec825c501b7efa660fb8a589dc0acee79b705f272f
815,816.pgm,holdout,9b3d473ee52e5b0cb415930adea630beea7be0d3ecbb0f5c5be5ff452b732861
816,817.pgm,fit,26ecf96c28f3c90eeb691c21f874d42cb7a230b56129c4fc862d77dc35b41540
817,818.pgm,holdout,9004532461e298a7fb0d1c929d89ecd441d5561b66714aac389139d1108dd6f3
818,819.pgm,holdout,af602c061feea8b126aa434afccf01c5b2e762dcb0d6f04bdef2ab8c0797b2a3
819,820.pgm,holdout,f27c6e09e92dc3efee4aa4edaac8e06fd0ba5f618a8174eec385c1e250cddd43
820,821.pgm,fit,218641537f4fd956d3621be85a6c6f89bc9f265a210af5c58c3284029ad4cfb4
821,822.pgm,holdout,e1059950fdb4db55d12b4c6d172cd998b8bfe6241412937865526e0f44dda079
822,823.pgm,holdout,91b79b5e74d1633eb91d1359a2df17eeca60cf44acba6a7feea538b664902fdd
823,824.pgm,fit,103af7e882e9b502090031f1070be4c590f6a4f02392819b4a729f1e6762011d
824,825.pgm,fit,20e4e983a8f6c5b12e7e2928314ef931a345bafdd5d3195aae1ed667a83a56df
825,826.pgm,holdout,fc909f8d37692b2afa5d44e941526211ec4c4824f4503c9b46a94196fdc74fe5
826,827.pgm,holdout,ac146d1c713e0bc583a0c8e4df65a6cf6304d1ee805ae3819791626cecabe4b9
827,828.pgm,fit,3c670392e09746deaeffbdd6ff338126d0a557ff990a093465ab99513bcada5a
828,829.pgm,holdout,c18710816274965955c8240d38a629e6ed6e9178aa6b4c033d35131448a88c18
829,830.pgm,fit,1708b74b7e76cf2bbf86cbe8f7c243d746b523c4a3e68135f4f3391aa44995e1
830,831.pgm,holdout,f63b82b94c99d1cb4fbea95cb222529725614611fe736b27a4a1cc6f37b30a8e
831,832.pgm,holdout,d2bbdf067513bfaa405a354735cb29690afb8eea9ea091562a26c027cacfe806
832,833.pgm,fit,03f2bf724db0ffa15b0f7fbf386197fb6f6c87afdb0cd7d650e3d8c3f6528bd7
833,834.pgm,holdout,f3b1df198d18293cd098565144ad834041779e48087bd5447abedc4e4b60dda8
834,835.pgm,fit,3cbc417fd8908c0fa64a1cff226140f80470bb89270b16cbaf6fc40149eb7674
835,836.pgm,holdout,a7547ddde4d5c9f7907345b9c37f5be3c14dc69d5c6396205c89eb65f5f72712
836,837.pgm,fit,50857dc60b55ae27c44225314d49b12ca8085decd53600d9f57fb570d886169b
837,838.pgm,holdout,8c413eafea69dc2bbe7e40c36ecfc707ba3417f437d1ac9ef7532a784137ae77
838,839.pgm,fit,1cb0f7130d7d05d493df6ca41293c7bc3f50477194383684c656ad2eb0241b23
839,840.pgm,holdout,8350fdd678c2675a2bd13bcfbe2228741c6e378e7f83045d7019ec700dafa84d
840,841.pgm,fit,0e63a0ff94a1e833150dd83e80d60a36704bb09c21892330c5cc97a3efdf69c9
841,842.pgm,holdout,b287ca2fb8da19eb1e36e7eca9db099b8a04d61cb710d9fac4bec8dffe3398eb
842,843.pgm,fit,45a9a07b4f5a56a3992d3839c52d0bd21b35bd3f72ef23f5b27b2431a5b4431f
843,844.pgm,fit,38e896688946256d126f26cbaca4da2da43eea7ea6c944266195a7fc9bcf9afb
844,845.pgm,fit,1009eba98c69ebafb8161c3f5cd4a859363ce5ef2f1404ebcedfd60fa1bdb6a8
845,846.pgm,holdout,ba7c424e10f59c546208f555e9306863454179bee6a52f91aed87e6541594aed
846,847.pgm,holdout,9ac173f91456474ef90588cba9f57d2324f98886de25096b86e1f32ca8af40c2
847,848.pgm,fit,015b567eb587624c30e8860affeac5eeaf22a3992513584231d9bdb114a02cb3
848,849.pgm,holdout,d827869cc8673cc96a6484815ebf45afcdfdbec6a7a2b3f4373133b4996ccfa5
849,850.pgm,fit,3d6c4f4e526842a334b245358f3dd95ac35398b2c29c00c7ce8f15416800dd8b
850,851.pgm,fit,470f6a1e002263b0a8526ea3812659c10b25c1282439b22a6ac7eed7377633d2
851,852.pgm,calibration,6b7cce873b3c23726ad05d83cdfba83a9afc6cadf781f759f612955d4bfa8ae7
852,853.pgm,holdout,812541f58b2160f57c7022e5f8607a5a527eecff847bcf12c54d27b919e3fbf4
853,854.pgm,holdout,fba03a4030458560203d0eaab95cb23d531a217b42e68f3cd116ff97f44e9a23
854,855.pgm,holdout,c92bda89b3db0d30b2e4036799efe0ef4e5fc6de1ee0ff38460da084c3475ae3
855,856.pgm,holdout,85c3382e3c3ad6fa330ee41278a5dab8c4cbec7eca18c61cb36dc1c7940e5327
856,857.pgm,holdout,aac827a5b26bef93f1ed54368ec6c4421804f3a363010b60df3a9b7b2c2aa487
857,858.pgm,fit,3e9207a3c36807403feae8ee58072edcd05aa523558bd3c1a4198732eb69f31c
858,859.pgm,fit,2b03670bf4da79113126b484c5f4b0b18291f36087a94a97c0b2ee1f2a9ff18e
859,860.pgm,holdout,eed2e89348a7aecfa0b8a8ff33a46983091cd17933b5e8be025edf94faa98cd1
860,861.pgm,holdout,9a4e4ac0a0e6a527386d13e0d36938b1e021a3d86d6cb69f4232b1da69336043
861,862.pgm,holdout,95d2d6545d7a32fb4298f187aabe6828c689df0ee3d49fd2a629bd907e558671
862,863.pgm,fit,40bba1d3bb0e4e49a49e796eb7e4902c98a3f0b46e090173cba13549299a798b
863,864.pgm,holdout,a3bea63dd9346d3273ef3f3177acd4d6e3aeb1248b0c11d06a89d372d3009cdb
864,865.pgm,holdout,a212d6d65d9cd669a43c61d9e0bcf8c5f66514abe8c01611af9c17706e47b3f2
865,866.pgm,fit,3d6d3a854fa286a462cbb547e2995a58d63858633c04d5e435d761d529e22ca6
866,867.pgm,calibration,634660bd43ba971f42f14bb01707acd9d23cd3dc3a80e2bc2bbec977c0e8235b
867,868.pgm,calibration,6977a814d546410a8606263fa2eb32a542da564d135a408e570bf0f39e44e27f
868,869.pgm,fit,49e80f5a96fbbb1b819bdd750213d0f63dcd1baf34aa9aacb6885af6354d5040
869,870.pgm,fit,0dc5df447673d2ef67702e9f6e05f655bdc9a69db0614c2ce4ec86185070dab4
870,871.pgm,holdout,a86652bb4314f0ec83930b136e66879d7ebcf2f7f9e476eee22bd0a52bef2b63
871,872.pgm,holdout,e5ef45487d1fb67b0725f09232d139a00eae029d286a39cd70899131fd9db985
872,873.pgm,fit,053b741fbf78cd13937d707f41744f1d401ae0a1d82bac41ca498fab937531fe
873,874.pgm,fit,2ac973c51020a2bf51cba34597f582c3de5f1cc1247b40836f11dba29349ac66
874,875.pgm,fit,0351fc3a57d1e0cf3d498c93cf301a573902a76fdb3616ff466ec305c94da8a8
875,876.pgm,holdout,94fad292977bcea13be7e3dca74c2407f88348196045011cfa53cc359456b8f2
876,877.pgm,holdout,a14787fa4d79c2aff60f304b416dfb3c7305552d96e1ef6455f4e062dd47aa05
877,878.pgm,holdout,db311f9123a30729dbf963e9389074055f6fd72ec6a14170c6038fab664e6f68
878,879.pgm,fit,2652433018f5c4180b6c36ca2ef3223bc673b0c7ad32c4ec29cef217a5631cf6
879,880.pgm,holdout,c12a0c391d642f0aa9cc14eea3145be839e7248cfc5b02ab24ebe82e1e96d48d
880,881.pgm,calibration,62cead5d60236fd6774a1fddfe26606cce363c6e51264eabc08be06f22822e5b
881,882.pgm,fit,2d6c08448fa56fb494edfef956a56be4c8f60aa2c69e9fef07372a41710aaf5c
882,883.pgm,holdout,d6be2b6ca72f25267b07e0fbad304a13f23463a5c180ab9605bd502566836e42
883,884.pgm,holdout,d669736262dcf84d08af5f8bc88c9a6bb37d78069d70a0a0ae13a1a4fe2e7a9c
884,885.pgm,holdout,b14c1251393e6cece8697fa0f9f9080608b6340e6777da0f5aed3889f8a61807
885,886.pgm,fit,4c05b41ee592b17226ce127ce796139053a6280a63b8a7d35e46d42de20476d3
886,887.pgm,fit,0b23028e123e9a88bb67b17f9866f77a6f599bcc4ef2ebd4825a213c62033315
887,888.pgm,holdout,e0b08f0975f0a185754668a00814116d199c45d59be5a2157642893d3e6c720f
888,889.pgm,holdout,e4fa30142f1cd9142660cdfb65ac25cee07f8f08a0c6bfa2bd8098932f159689
889,890.pgm,fit,2d873574f9c8e5c662c34cd719aec5669c70628738f878e359c962c075ff2b30
890,891.pgm,holdout,93f90ff9f7745873b0d01cce99fa100803baf223a306782a21d07b1b3f082403
891,892.pgm,fit,3ec73ab18b0ae1a4d2b4fd6de71b422785469b2513bcbf2ad0247ec6bec26d57
892,893.pgm,calibration,73ab2f365da262cb1e6ecb2b74c1e9407882673a2a50423e22376f6490d2fb90
893,894.pgm,fit,2eba88b5d9287c6dea120b4679718fdaf0d2b943658dca2b3adbb43fff2cd387
894,895.pgm,holdout,e03ae08a6e3f4168531d376853a9df55d153cbe47960e94b4301c999b3d6bb0a
895,896.pgm,calibration,5a4c2e63e538e646b4a218329bb00a02622c6f2c8b5ad7785f49ba3468c7f7a5
896,897.pgm,holdout,cc8925a45f842f65056a26b3e4f9642b991caad6c64e2f8004520c9df89b47bc
897,898.pgm,calibration,637d46eb0021a3014d70e0e4fe3f231d8685d30665ce90b5d60bebff842d6516
898,899.pgm,holdout,abd0b8088e31c68be8296bab13e8dab4e9bd59ca9cd11efdec09dc0657e6dc4e
899,900.pgm,fit,382ef108cbb73a7f25a4f88166c2160ebee077132ed261e91a3afd95110123ae
900,901.pgm,fit,0abacc54f29864fcf51a9c7ca1f6f78c4db920dad11b2d694ae3ea04c5c93237
901,902.pgm,fit,45ac12e6dc6230259b887d4caadf09acc187092a89a10094380a846d8dfefd44
902,903.pgm,holdout,9557531c80aac5e6a2bb4bb2595e1bf17b78c927a42c39b48dce3e1f04fcbfa6
903,904.pgm,holdout,f72d06d6bb400d371d5394fed818261ca87d70b45e7ede9ea4e8f39ed9eeca72
904,905.pgm,fit,55226c20a60fa8ccdccd4ddb2cf4384bef8a86bc1bfbcbe68e82f648668d8c58
905,906.pgm,holdout,87ec7e620ffd0514a8c8b1215ac86eb32100d21bfd60506a4c23e3b137a7ba6a
906,907.pgm,calibration,6c86eda5283953a2cb010e0b4c9d1c34024d79c11379f9fb05eee51d191bb84a
907,908.pgm,fit,487291eae4132ca08e8eba69efd5d181196a316b5b23ddeb84fe3ce521115088
908,909.pgm,calibration,5b889115853aa7756774f8e76c0ef30756bacdb84e772a88e5fd9af248d95525
909,910.pgm,calibration,5aaac6a68bb8385948861e271f0f21fbb764e4535c7d87e1bdebfe08001e6852
910,911.pgm,holdout,ccbb5b6cfc4c67b014d63d97d40fd2e3bc51259ebd5fc58cf79e9560cdc926aa
911,912.pgm,holdout,a77b5122cfac46b6ffe2b8d41b45db3e50f1ba77984785b2e44fc24eeedf8942
912,913.pgm,holdout,cc6b79bebdbe5adddb705ed2b797fa4a0463262af10c9b4fd89972749e7d4c92
913,914.pgm,calibration,5a97dd985ea0d7e0f093f921d973c724a950e484eb22b9c80e72e3f0c8e7189e
914,915.pgm,holdout,d450cf9ba6e496248e2a79cde3ed44a589ba638fb2708bd1b94e5389d488683d
915,916.pgm,fit,5643b13c1728698ffd917182d15745ec408f30ed3ed0a10c36ade0ba369d6888
916,917.pgm,fit,2617cd7163cb5889a58174e74d8e380525ec5d9bc2c734f63db6a92b767d0397
917,918.pgm,holdout,a524f048de0596619ae1b335b832cb67353d2cb7be1f9fe78d9063b746f63cfa
918,919.pgm,holdout,92ecbf17989dadb6156f5ecb132dc6c27b25bab02f9a4d80e9c5439e96928aa6
919,920.pgm,fit,41ecc1d89cc197ba377f2978fad3b2c5adc8fd779f224a36db539f1781cf7c3d
920,921.pgm,holdout,f5afcaa55a258f5aa59d2e5c29f71647279f9e792dbaf68b96c8dcfe4f39d304
921,922.pgm,holdout,a84bc5e095f376a3c219d5a73d82c8967bc471b20970089cd6da1a83d778d2e1
922,923.pgm,calibration,5ca4497e22f58b87793db95c410cdcfee798d36b56dcf9de8e120681cbb76148
923,924.pgm,holdout,9d84cc72af3d9063edaab4ad5d04ff98802e5dfe15fe48845a4337dbd4dab3e3
924,925.pgm,calibration,61095a503299a350ccf95cd5141c0fbb145d495f9162aa172c27686aaeee95dc
925,926.pgm,holdout,ac5459f81aa2741f76b82c1114694d390af19f73950ca8eda0ccd01682cc1ff8
926,927.pgm,holdout,85604d5a1242f58fda9957190b37ccc6510bd62309c440256f0b568bf54a4f18
927,928.pgm,holdout,aeda632edffb5fcb3bfa71866bbe1d13494c837f55a84fd501775904aa10d13c
928,929.pgm,holdout,be4f6b6021236c43d046801d517fec06c21f8c1aa7068c290ace6fdbebc7e9b3
929,930.pgm,fit,0efddbbe4ec7f0c682617f46523f6e4442ddd01b340fc3489bb0c7da23eb156a
930,931.pgm,holdout,95f79443e509880d1d2836fef996f445d3c340ee3903221d2585d63373a5dade
931,932.pgm,holdout,bc6645f4bdfe288bf9145e35d8427805d5d359a2e2166079d3d4fe2201b6fea0
932,933.pgm,holdout,866346013e9065cc6c25efdc39b8638720c26b74d75cb2b2658a964377c3397b
933,934.pgm,fit,48e4bf4b7cf2e68bda8aedfb5f888faa6cd4114d7165fe3e174c105e9d4c5fc7
934,935.pgm,holdout,95e3922af17918c1e150127321d2ba53ca0a9ed24e9704e93c5f086de56c456d
935,936.pgm,calibration,7e7b4f98b2845034c1a257af6551beb68ff119ffa0ad4b6bbf04dae81a00961d
936,937.pgm,holdout,d29d4ec4076ad481bdc930ce664c700ac96ae4cd18015e446c2300ddf28dc0b5
937,938.pgm,calibration,7c33ffacdbc23d90ef5b67c4853ea265dae094059eb07fd248f12d177c152b77
938,939.pgm,fit,48673ed8598d4da57e7388d967cc2dd48003f9a2bfb16378aa51f47bfd32e3b7
939,940.pgm,fit,10e7f1a1a22c840b7661ef76b5a03d19fae990db084eb61602bc10d77e933339
940,941.pgm,holdout,abc11b7a10b85cc35f592ac0ddc78474f7a21aee751d2dee4c6e53fbe29570fc
941,942.pgm,fit,23b19b837cbcfba334045ee0717e13763c39a40b711cf310c62edee33d6bc85b
942,943.pgm,holdout,81b6d2afbdca93dd760623993d86dd93f6070dbe6fe36a874cf83d10426b10bc
943,944.pgm,fit,42930da651cc554a264ff4131b778c60a5bb456a6e760c8bb995722d39b4b408
944,945.pgm,calibration,7b519a2f0be3099da5eedccbdc986b14a10d2fe184596e507c590080997f959f
945,946.pgm,holdout,fc4fdd5edd3bc0a80d5335351aa6079c0e2327d49e6b2ab79411c5050fa8422e
946,947.pgm,fit,4c6c960227860e61e4d1e1cfcd86a82dcc0b12c7a705696148c21f2d7bcbb896
947,948.pgm,fit,1cc505b9f544d1dec8034c45b46e73fe3095b74bcaa42dfaf73b3ac3b7db13ce
948,949.pgm,calibration,76d252101ed298a247614bdd49906a8154426addc35fe6d0df5e062341f4668d
949,950.pgm,holdout,80d8942fd8afade64d5d50db0359706dbac32058e3f9f84b7f4c5609b915a817
950,951.pgm,fit,3b3f2b3aadd07a06ba18c3e082fd3b0645d3e4d017fc6dd5ea4ef28908c95acd
951,952.pgm,holdout,eee8ce0007997c1cc0d25a1eaeda257b0b6f8ce4616508c66d0cd51f8c24cdc0
952,953.pgm,calibration,65e35abc8bc8426c96f6e2b6bd18f1d76bc71b6944db661c58ea577b021d6690
953,954.pgm,fit,22bab4729d27136ae412d8411fe9ff06e5336d290b4bb74e2ff543e1ecdce6d1
954,955.pgm,fit,4a1592c3cf987bfc3b1ee3e3511a368daf340167283cd327e35f4bbd9308ae4e
955,956.pgm,holdout,b5997ed03c21bcbaea94d97a47963c434a0b543e6bfec697ecfcb5bae7351923
956,957.pgm,holdout,83f254d4ed979c658db986f0af31b55e25e96940244e5a050aed8017446d27f7
957,958.pgm,calibration,5f97f21f6fc47d8e1c9f27a6a2a2447d3daaef3f6eb0a680fc930945c77190b7
958,959.pgm,holdout,e233da1dbe41df6374da0d127e1454da9ff3c55c32e8ab30c2109e01bbace773
959,960.pgm,holdout,dc337503ee49cd32fc11e93608f9f5d1cd79dff4d9b73808a8f186359293448f
960,961.pgm,holdout,8a1762d5fafa24efc3c363a020e1a1b25879d283fb9b686da52c1fcac3e6f9cd
961,962.pgm,holdout,dca85aef78a5d952e64071862006ac5a6208e66af633d708e56590c8f8deeef4
962,963.pgm,holdout,bfd0f85c97ce4cd73c169336f8c8d676e35dda4e88700a848df796a37b04bd00
963,964.pgm,fit,4754bba410785a39a51a67016afe25e5e70672ca5114d8506c9c2e7fa8030aa9
964,965.pgm,calibration,7f543818cd68ea244bbe0f710138decbe85958546436f106e4aa73dd4a2685f2
965,966.pgm,holdout,a47e1c37e8de5772eb1f39acb8b65ab3f807ff2bf4dbad9f8bb797d50f62a3e1
966,967.pgm,fit,27e07db52865abfcc6e0ea0e0a5bef8c96157b51569174b662ea9bba97b97198
967,968.pgm,holdout,85544021ffde6cfbc2120a59ad943d056f16a96ce3ba5f58cc7d6ae61f699aca
968,969.pgm,holdout,ac8a529017b6bc356b18705d138a23b24a6a09b0a18533f258bd804ef6ab0acb
969,970.pgm,holdout,d523258a526568a0b6054788b335ccfb70f31687d19147996c8db17e42943cca
970,971.pgm,holdout,97435d99cf04dbf5d107a88cd577494b64aa9eb02581d4f9ebad6575daa39d35
971,972.pgm,calibration,60c6f4786c4b6f81d58583dcac1d2885d05a25219533dc623c7b8f4006f15cdf
972,973.pgm,fit,38eb77dd2b50095dd7f91115bd614fe0a582d9c1e1b3daf3ba9da4c201d91981
973,974.pgm,holdout,daf46bac5d00add9ca53f43f941c358257e61c99f310a233ce45e4d0aa3cae7e
974,975.pgm,holdout,d155aedd7ce081debc21253fb3c650a74f552d76275de22dca5eb103bafb15ab
975,976.pgm,fit,151db53fba1127880dc4ca7c6e9d7215ef9225ce9105a5cd11235cf5e9a35e6f
976,977.pgm,holdout,ee1bad9754225b3f6d5ac8981622654a64cdd8a341ab8930efda9278cdee1053
977,978.pgm,holdout,83186b9885feaa8c6e25b2c87d84945126286f44e370aaaae2b3b675dbd28a1d
978,979.pgm,holdout,be30e97d7ff54ec0ea519317cd81d016fe5455987a7abbfb7f278793b78603da
979,980.pgm,holdout,9d24f01c33046de9b2427a0ed909a7dc5b7d8098c5c1066d8c647de846d45357
980,981.pgm,calibration,5e0836766ca28d24d38970f6ae398d956bdd86f1968971153a3393ec894de081
981,982.pgm,holdout,82ab500dae9c74d1816ff988eab6672ee550ee544a8fbcbf12663413831b5719
982,983.pgm,fit,43a8bd40522ba43e235abc5a4d534f14f569a2c5047c8ad7585a806ee66603be
983,984.pgm,fit,3448e30f03fb43746cffab64a95a6818c6c8a3ba308b4751f327dc1f1168ac22
984,985.pgm,calibration,6a9ad467b97bfbd1abc7f489fd622c3e7aa1fcd893e1ab9e615ec0dada839af2
985,986.pgm,holdout,9ef2aa1faccbb7a763addef2319ba7f58c3e084fa8c11d70d8d3760756964915
986,987.pgm,holdout,89c73c3a4e0ee9c486ff2a3c7ba835834a41d601930fe6756bfaaa838700949b
987,988.pgm,holdout,f4553faf7086d158e708147db3724021bcb8c7c18c8fb25d9848083476d730cb
988,989.pgm,fit,35361e18582f59352bf0531978ee054fe70b43f9072d29920052894e0f54ae89
989,990.pgm,holdout,e0a88f376493c4fad2ebafa37800b5367971f1db6b4b7a73e62fee7db65577da
990,991.pgm,fit,01dcb610f88d1cdf3bae84907143f228c916baf8f9096339ab984b737280c7c6
991,992.pgm,calibration,69e6ab75ebaec73fc7912133b266804c76878b7cb0847d2193b82d674a625cd7
992,993.pgm,holdout,ba09bb7bf388d64ec06a7132fbd2871f72f53f03c61b6b99dcb52f5427d002eb
993,994.pgm,holdout,cdaf6ed36d66343bfebed94bbea34ce48900acac697119ad63e9c9b2c5aab493
994,995.pgm,holdout,ed5a8b11bc537e89794f5a070096ea65ffcfcf37f09cd8b69ae6bd7b2bb3f42f
995,996.pgm,calibration,646d34b534788b0482512dd23a6eae1ecafc7b195b80c5ca214056227f317fbc
996,997.pgm,fit,1991a3056c186dda11b66f64ca9eeb9ecf61c7d54bbeac74ecd50a9ab6b58b60
